CASE,OFFENSE,OFFENSE DESCRIPTION,REPORT DATE,OCCUR DATE,DAY OF WEEK ,LOCATION ,Location 1
SL2013104927,5499-0,TRAFFIC,07/05/2013 03:13:00 PM,07/05/2013 12:00:00 AM,6,"1200 E BRICKYARD RD
Salt Lake City, Utah
(40.70252449700047, -111.85657752799972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013148514,5404-0,TRAFFIC,09/13/2013 12:51:00 AM,09/13/2013 12:51:00 AM,6,"00 W 300 S
Salt Lake City, Utah
(40.76282314100047, -111.91677887599968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201316290,5499-8,TRAFFIC,02/01/2013 11:10:00 AM,02/01/2013 12:00:00 AM,6,"2100 S 1300 E
Salt Lake City, Utah
(40.725329676000456, -111.85387930099967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013176430,5499-8,TRAFFIC,11/05/2013 07:05:00 AM,11/05/2013 07:05:00 AM,3,"100 W 1300 S
Salt Lake City, Utah
(40.74162837200049, -111.89405848899969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013157850,5499-44,TRAFFIC,09/30/2013 04:26:00 PM,09/30/2013 04:26:00 PM,2,"100 S 400 W
Salt Lake City, Utah
(40.76708191600045, -111.90268138499971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013130111,5499-6,TRAFFIC,08/14/2013 08:33:00 AM,08/14/2013 08:33:00 AM,4,"200 S RIO GRANDE ST
Salt Lake City, Utah
(40.76482373300047, -111.90411309999968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013203316,5499-6,TRAFFIC,12/27/2013 10:24:00 AM,12/27/2013 10:24:00 AM,6,"400 S 400 W
Salt Lake City, Utah
(40.760572141000466, -111.90267252499967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013123682,5499-11,TRAFFIC,08/03/2013 08:44:00 PM,08/03/2013 08:44:00 PM,7,"600 S 600 E
Salt Lake City, Utah
(40.75622343400045, -111.87403393999966)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013103996,5499-8,TRAFFIC,07/04/2013 08:58:00 AM,07/04/2013 12:00:00 AM,5,"2200 S 700 E
Salt Lake City, Utah
(40.72289135300048, -111.8712667429997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013105501,5401-0,TRAFFIC,07/06/2013 11:30:00 PM,07/06/2013 11:30:00 PM,7,"300 E COATSVILLE AVE
Salt Lake City, Utah
(40.731433738000476, -111.88239121099969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201375034,5499-7,TRAFFIC,05/17/2013 11:58:00 AM,05/17/2013 12:00:00 AM,6,"1400 N BECK ST
Salt Lake City, Utah
(40.799105273000464, -111.90938302099971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201363457,5499-7,TRAFFIC,04/27/2013 10:07:00 PM,04/27/2013 12:00:00 AM,7,"900 W NORTH TEMPLE ST
Salt Lake City, Utah
(40.77167430200046, -111.91696856999971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013176880,5499-8,TRAFFIC,11/06/2013 12:37:00 AM,11/06/2013 12:37:00 AM,4,"200 E 100 S
Salt Lake City, Utah
(40.76715372600046, -111.88523847399966)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013156182,5499-8,TRAFFIC,09/27/2013 12:16:00 PM,09/27/2013 12:00:00 AM,6,"1700 W NORTH TEMPLE ST
Salt Lake City, Utah
(40.77166710200049, -111.93938753299972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013173958,5499-7,TRAFFIC,10/31/2013 11:14:00 AM,10/31/2013 11:14:00 AM,5,"2100 S 300 W
Salt Lake City, Utah
(40.72533041100047, -111.8997524779997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201349220,5499-5,TRAFFIC,04/02/2013 11:13:00 AM,04/02/2013 11:13:00 AM,3,"1100 S 300 W
Salt Lake City, Utah
(40.744809699000484, -111.89970910799968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013135884,5499-7,TRAFFIC,08/23/2013 12:19:00 PM,08/23/2013 12:00:00 AM,6,"800 S STATE ST
Salt Lake City, Utah
(40.75187029900047, -111.88826244599971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201389767,5499-8,TRAFFIC,06/11/2013 04:09:00 PM,06/11/2013 12:00:00 AM,3,"1200 S REDWOOD RD
Salt Lake City, Utah
(40.79498040800047, -111.93919375499968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013172793,5499-8,TRAFFIC,10/29/2013 08:15:00 AM,10/29/2013 12:00:00 AM,3,"900 E 800 S
Salt Lake City, Utah
(40.75193325200047, -111.8652176219997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013204302,5499-6,TRAFFIC,12/29/2013 11:57:00 AM,12/29/2013 11:57:00 AM,1,"NORTH TEMPLE ST / REDWOOD RD
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013196637,5499-7,TRAFFIC,12/14/2013 06:45:00 AM,12/14/2013 06:45:00 AM,7,"3800 W 2100 N
Salt Lake City, Utah
(40.7263781580005, -111.98221765399967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013164410,5404-0,TRAFFIC,10/13/2013 01:38:00 AM,10/13/2013 01:38:00 AM,1,"400 S STATE ST
Salt Lake City, Utah
(40.76047028700049, -111.8882535939997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013190993,5499-8,TRAFFIC,12/03/2013 02:27:00 PM,12/03/2013 02:27:00 PM,3,"200 S WEST TEMPLE ST
Salt Lake City, Utah
(40.76492118400046, -111.89399427499967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20137294,5499-7,TRAFFIC,01/15/2013 05:39:00 AM,01/15/2013 05:39:00 AM,3,"100 N 5600 W
Salt Lake City, Utah
(40.77225152000045, -112.02499117499968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201329537,5499-7,TRAFFIC,02/26/2013 10:02:00 AM,02/26/2013 12:00:00 AM,3,"2100 S 1700 E
Salt Lake City, Utah
(40.72539771200047, -111.8422718169997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013192287,5401-0,TRAFFIC,12/05/2013 07:14:00 PM,12/05/2013 07:14:00 PM,5,"1900 S STATE ST
Salt Lake City, Utah
(40.72857095000046, -111.88827672699966)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013148410,5499-8,TRAFFIC,09/12/2013 08:42:00 PM,09/12/2013 12:00:00 AM,5,"200 E 200 S
Salt Lake City, Utah
(40.76499708600045, -111.88523847799968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201325836,5499-5,TRAFFIC,02/19/2013 07:30:00 AM,02/19/2013 07:30:00 AM,3,"300 E 500 S
Salt Lake City, Utah
(40.758456312000476, -111.88243972899971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013112644,5499-7,TRAFFIC,07/17/2013 12:32:00 PM,07/17/2013 12:00:00 AM,4,"100 E 200 S
Salt Lake City, Utah
(40.76500158300047, -111.88810997399969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20135069,5499-7,TRAFFIC,01/10/2013 06:51:00 PM,01/10/2013 12:00:00 AM,5,"FOOTHILL DR / MARIO CAPECCHI DR
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013192505,5499-6,TRAFFIC,12/06/2013 09:19:00 AM,12/06/2013 09:19:00 AM,6,"700 N RIVERSIDE DR
Salt Lake City, Utah
(40.784529792000455, -111.93664074799972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013201891,5499-7,TRAFFIC,12/23/2013 04:57:00 PM,12/23/2013 04:57:00 PM,2,"500 S WEST TEMPLE ST
Salt Lake City, Utah
(40.75839336000047, -111.89398396599967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201340292,5404-0,TRAFFIC,03/17/2013 12:40:00 AM,03/17/2013 12:40:00 AM,1,"100 W 200 S
Salt Lake City, Utah
(40.765037760000496, -111.89407594499971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013164055,5499-7,TRAFFIC,10/12/2013 01:58:00 PM,10/12/2013 01:58:00 PM,7,"2100 S 700 E
Salt Lake City, Utah
(40.725352570000496, -111.87125125399967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201311024,5499-8,TRAFFIC,01/22/2013 06:29:00 PM,01/22/2013 12:00:00 AM,3,"300 S 700 E
Salt Lake City, Utah
(40.76275092300045, -111.87110233099969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013138751,5499-8,TRAFFIC,08/28/2013 07:50:00 AM,08/28/2013 12:00:00 AM,4,"1300 E WILMINGTON AVE
Salt Lake City, Utah
(40.723248293000495, -111.85525953399969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013123971,5499-8,TRAFFIC,08/04/2013 09:57:00 AM,08/04/2013 12:00:00 AM,1,"700 N REDWOOD RD
Salt Lake City, Utah
(40.828761855000494, -111.9372164399997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20135884,5499-8,TRAFFIC,01/12/2013 09:45:00 AM,01/12/2013 12:00:00 AM,7,"2100 E HUBBARD AVE
Salt Lake City, Utah
(40.74873593400048, -111.83037040399967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013120097,5499-8,TRAFFIC,07/28/2013 06:49:00 PM,07/28/2013 12:00:00 AM,1,"200 S 300 W
Salt Lake City, Utah
(40.764911991000474, -111.89973205699971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013132704,5499-5,TRAFFIC,08/18/2013 10:10:00 AM,08/18/2013 10:05:00 AM,1,"700 N TERMINAL NORTHBOUND DR
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
